GRID_ID,permit_count,total_value,mean_value,median_value,mean_assessment,n_properties,IAR,signal
GRID_07_08,18,3199446,177747.0,62500.0,302361.8320610687,655,0.5878618964185269,Stable
GRID_07_09,33,1463850,44359.09090909091,20000.0,250804.0,550,0.1768675575712146,Stable
GRID_07_10,2,102000,51000.0,51000.0,207041.17647058822,17,0.24632781202943435,Low Base Value
GRID_07_14,1,488000,488000.0,488000.0,179033.8028169014,71,2.725742247116761,⚠️ Pre-Gentrification Signal
GRID_07_15,10,1456100,145610.0,212000.0,207506.8825910931,247,0.7017116646050471,Low Base Value
GRID_08_05,1,2450000,2450000.0,2450000.0,2349750.0,2,1.0426641132035324,High Investment
GRID_08_06,7,6212000,887428.5714285715,30000.0,426903.0,100,2.078759276530199,High Investment
GRID_08_07,24,5503180,229299.16666666663,18500.0,385504.8109965636,291,0.5948023477940736,Stable
GRID_08_08,10,407000,40700.0,15000.0,217153.73134328358,201,0.18742482456200643,Stable
GRID_08_09,57,1262580,22150.526315789477,8000.0,220631.4705882353,680,0.10039604167407751,Stable
GRID_08_10,2,75000,37500.0,37500.0,123134.78260869565,23,0.3045443310617563,Low Base Value
GRID_08_15,2,1700000,850000.0,850000.0,654335.0,20,1.2990287849496054,High Investment
GRID_08_17,2,99000,49500.0,49500.0,154246.8085106383,47,0.3209142573383359,Low Base Value
GRID_09_03,1,60000,60000.0,60000.0,218287.32394366196,71,0.2748670830537346,Stable
GRID_09_06,7,60400,8628.57142857143,6500.0,226649.24471299094,331,0.038070153022119746,Stable
GRID_09_07,10,5440500,544050.0,15000.0,111456.0,250,4.8812984496124034,⚠️ Pre-Gentrification Signal
GRID_09_08,7,2920600,417228.5714285714,72000.0,380296.8253968254,126,1.097112948532266,High Investment
GRID_09_09,3,57000,19000.0,22000.0,447060.71428571426,56,0.0424998202545196,Stable
GRID_09_10,69,8020649,116241.28985507246,22000.0,712029.1858678955,651,0.16325354657110783,Stable
GRID_09_11,33,9524056,288607.7575757576,18000.0,425597.64957264956,468,0.6781234761647627,Stable
GRID_09_13,1,5000,5000.0,5000.0,213041.93548387097,62,0.023469557712399496,Low Base Value
GRID_09_15,1,30000,30000.0,30000.0,556621.052631579,38,0.05389663193328164,Stable
GRID_09_16,8,7706000,963250.0,133000.0,362482.1138211382,123,2.657372497213207,High Investment
GRID_09_17,1,72000,72000.0,72000.0,137900.0,4,0.5221174764321972,Low Base Value
GRID_10_03,3,200600,66866.66666666667,97000.0,200620.33898305084,118,0.3332995398453385,Low Base Value
GRID_10_07,5,376000,75200.0,30000.0,206175.2380952381,105,0.3647382716505608,Low Base Value
GRID_10_08,45,3036500,67477.77777777778,15000.0,178294.5283018868,530,0.37846241508614875,Low Base Value
GRID_10_09,35,4319020,123400.57142857143,25000.0,375046.27659574465,564,0.32902758707182844,Stable
GRID_10_10,75,43906475,585419.6666666666,35000.0,764944.9050086356,579,0.7653095835183813,High Investment
GRID_10_11,20,7794000,389700.0,22500.0,359031.36094674555,338,1.0854205019093122,High Investment
GRID_10_12,4,14300,3575.0,3400.0,240752.12765957447,188,0.01484929763551282,Stable
GRID_10_13,1,1300000,1300000.0,1300000.0,282666.6666666667,6,4.599056603773585,High Investment
GRID_10_14,4,959916,239979.0,125000.0,675100.0,22,0.3554717819582284,Stable
GRID_11_02,6,338597,56432.833333333336,22875.0,235309.40170940172,117,0.23982396335793574,Stable
GRID_11_05,1,25000,25000.0,25000.0,585640.7407407408,27,0.04268828696647546,Stable
GRID_11_06,5,674800,134960.0,45000.0,276484.1584158416,101,0.4881292323338669,Stable
GRID_11_08,17,873100,51358.82352941176,20000.0,415339.608801956,409,0.12365501011944395,Stable
GRID_11_09,21,6758200,321819.04761904763,110000.0,325859.8360655738,244,0.987599611859766,High Investment
GRID_11_10,14,183500,13107.142857142857,10000.0,272176.32850241545,414,0.04815680676296042,Stable
GRID_11_11,5,1321000,264200.0,15000.0,558111.5942028986,138,0.4733820310207558,Stable
GRID_11_12,19,520684,27404.42105263158,15000.0,318761.4973262032,748,0.08597155328514279,Stable
GRID_11_13,2,630000,315000.0,315000.0,233536.87943262412,141,1.3488233668501945,High Investment
GRID_11_14,2,12700,6350.0,6350.0,264540.0,45,0.02400393135253648,Stable
GRID_11_15,4,184300,46075.0,14400.0,285574.39024390245,328,0.1613414983067929,Stable
GRID_11_16,3,7633000,2544333.333333333,2578000.0,494572.9166666667,48,5.144505992122832,High Investment
GRID_12_00,10,877000,87700.0,23500.0,214628.85572139305,201,0.40861234480904207,Stable
GRID_12_01,4,118900,29725.0,29500.0,209848.0,150,0.1416501467729023,Low Base Value
GRID_12_02,1,17000,17000.0,17000.0,366559.45945945947,74,0.0463771962809765,Stable
GRID_12_05,4,225000,56250.0,26500.0,671839.1304347826,115,0.08372540010225016,Stable
GRID_12_06,7,10597000,1513857.142857143,353000.0,683653.4090909091,176,2.2143634811537045,High Investment
GRID_12_07,15,17901400,1193426.6666666667,32000.0,395497.58865248226,705,3.0175320935150194,High Investment
GRID_12_08,5,33000,6600.0,2500.0,553202.024291498,247,0.011930542026582084,Stable
GRID_12_09,2,506000,253000.0,253000.0,268550.0,28,0.942096443865202,High Investment
GRID_12_12,10,361500,36150.0,14000.0,428741.6666666667,180,0.08431650760947734,Stable
GRID_12_13,11,410000,37272.72727272727,14000.0,473881.8548387097,248,0.07865405035483666,Stable
GRID_12_14,3,24000,8000.0,10000.0,296572.6666666667,150,0.026974839218718738,Stable
GRID_12_15,3,839000,279666.6666666667,6000.0,223997.9797979798,99,1.2485231648914583,High Investment
GRID_12_16,21,2934000,139714.2857142857,216000.0,291495.82577132486,551,0.4793011541231811,Stable
GRID_12_17,2,39300,19650.0,19650.0,142644.79166666666,96,0.13775476672094875,Low Base Value
GRID_12_18,2,87000,43500.0,43500.0,199323.07692307694,26,0.21823865390552638,Low Base Value
GRID_12_19,1,25000,25000.0,25000.0,180445.45454545456,22,0.1385460224696458,Low Base Value
GRID_12_20,4,364800,91200.0,100400.0,213416.66666666666,48,0.4273330730183522,Low Base Value
GRID_12_21,2,427000,213500.0,213500.0,160083.33333333334,12,1.3336803748047892,⚠️ Pre-Gentrification Signal
GRID_13_01,1,208000,208000.0,208000.0,253346.15384615384,13,0.8210110824350995,High Investment
GRID_13_05,2,24000,12000.0,12000.0,349659.375,64,0.03431911413786631,Stable
GRID_13_06,1,420000,420000.0,420000.0,607393.75,48,0.6914789623699619,Stable
GRID_13_07,5,97500,19500.0,8000.0,370477.9166666667,240,0.05263471619428508,Stable
GRID_13_08,4,4749000,1187250.0,299500.0,912926.9230769231,26,1.30048744317727,High Investment
GRID_13_09,35,5656000,161600.0,167000.0,560264.0449438202,89,0.28843542872040673,Stable
GRID_13_12,4,4285000,1071250.0,601000.0,947525.0,20,1.130577029629825,High Investment
GRID_13_13,21,4153550,197788.09523809524,108900.0,368291.9161676647,334,0.5370416415766571,Stable
GRID_13_14,14,3131000,223642.85714285716,85000.0,337139.224137931,232,0.6633546058448542,Stable
GRID_13_15,6,145000,24166.666666666668,11500.0,391880.7291666667,192,0.06166842324208444,Stable
GRID_13_16,14,17441000,1245785.7142857143,29000.0,391557.40072202164,277,3.18161708088908,High Investment
GRID_13_17,3,8000,2666.6666666666665,3000.0,253375.75757575757,99,0.010524553304470543,Stable
GRID_13_20,8,1012700,126587.5,134450.0,100808.57142857143,105,1.2557215939687667,⚠️ Pre-Gentrification Signal
GRID_14_08,1,7000,7000.0,7000.0,398300.0,4,0.01757469244288225,Stable
GRID_14_12,2,84000,42000.0,42000.0,265944.44444444444,18,0.1579277209108001,Stable
GRID_14_13,7,207500,29642.85714285714,23500.0,354364.0243902439,164,0.08365086493716106,Stable
GRID_14_14,7,312500,44642.857142857145,6000.0,267626.65198237885,454,0.16681020672708088,Stable
GRID_14_15,1,1500,1500.0,1500.0,216232.9218106996,243,0.006936964026750608,Stable
GRID_14_16,16,2091300,130706.25,119000.0,299785.9477124183,306,0.4359985883173725,Stable
GRID_14_17,3,66400,22133.33333333333,31000.0,287515.8878504673,107,0.07698125310154876,Stable
GRID_14_18,4,404000,101000.0,46500.0,314487.3417721519,79,0.32115760027370244,Stable
GRID_14_19,1,25000,25000.0,25000.0,253207.31707317074,123,0.09873332370081395,Stable
GRID_14_20,1,130000,130000.0,130000.0,284042.85714285716,7,0.45767741286526176,Stable
GRID_14_21,3,408000,136000.0,55000.0,186796.2962962963,27,0.7280658273024685,Low Base Value
GRID_15_09,6,797900,132983.33333333334,20500.0,446155.44554455444,202,0.298065023438234,Stable
GRID_15_10,8,3178000,397250.0,247000.0,570741.6666666666,12,0.6960241790652514,Stable
GRID_15_11,1,66000,66000.0,66000.0,392750.0,2,0.16804583068109485,Stable
GRID_15_13,4,93000,23250.0,21500.0,252937.5,96,0.09191994069681246,Stable
GRID_15_14,16,4525000,282812.5,130000.0,160306.7415730337,356,1.76419592354545,⚠️ Pre-Gentrification Signal
GRID_15_15,1,179800,179800.0,179800.0,167836.53846153847,104,1.071280435405328,⚠️ Pre-Gentrification Signal
GRID_15_18,3,846000,282000.0,357000.0,366708.3333333333,12,0.7690035223270083,High Investment
GRID_15_19,4,401000,100250.0,50000.0,364217.80821917806,146,0.2752473869692605,Stable
GRID_15_20,3,451000,150333.33333333334,50000.0,354311.76470588235,85,0.4242967586981666,Stable
GRID_15_21,2,132000,66000.0,66000.0,290944.1176470588,68,0.22684768653774226,Stable
GRID_15_22,2,50000,25000.0,25000.0,253202.1505376344,93,0.09873533833309268,Stable
GRID_15_23,1,32000,32000.0,32000.0,266600.0,11,0.12003000750187547,Stable
GRID_15_24,1,1903000,1903000.0,1903000.0,112476.92307692308,13,16.919026125017098,⚠️ Pre-Gentrification Signal
GRID_16_12,2,425000,212500.0,212500.0,511222.8070175439,57,0.4156700309200163,Stable
GRID_16_13,1,7500,7500.0,7500.0,219400.0,46,0.034184138559708296,Stable
GRID_16_14,6,780000,130000.0,130000.0,136305.26315789475,19,0.9537416016680824,⚠️ Pre-Gentrification Signal
GRID_16_16,2,129000,64500.0,64500.0,224742.5,40,0.28699511663348054,Stable
GRID_16_17,2,313000,156500.0,156500.0,320421.875,32,0.4884185887745648,Stable
GRID_16_19,6,1457000,242833.3333333333,264500.0,331783.87096774194,31,0.731902164577925,Stable
GRID_16_20,3,313000,104333.33333333331,25000.0,321282.14285714284,28,0.3247405299451231,Stable
GRID_16_21,1,6400,6400.0,6400.0,280339.4366197183,71,0.022829467295682797,Stable
GRID_16_22,3,22900,7633.333333333333,6000.0,213892.47311827957,93,0.03568771365373014,Stable
GRID_16_23,4,489000,122250.0,69500.0,372324.74226804124,97,0.32834240146197613,Stable
GRID_16_24,2,56000,28000.0,28000.0,237357.97101449277,138,0.11796528206036255,Stable
GRID_17_12,5,2204000,440800.0,500000.0,935107.6923076923,13,0.4713895561185878,Stable
GRID_17_13,2,65000,32500.0,32500.0,198125.0,52,0.1640378548895899,Low Base Value
GRID_17_14,1,185000,185000.0,185000.0,185493.33333333334,15,0.9973404255319148,⚠️ Pre-Gentrification Signal
GRID_17_17,1,4000,4000.0,4000.0,187160.78431372548,51,0.021371998491388343,Low Base Value
GRID_17_22,2,494000,247000.0,247000.0,22766.666666666668,3,10.849194729136164,⚠️ Pre-Gentrification Signal
GRID_18_14,1,8400,8400.0,8400.0,326007.14285714284,126,0.025766306610284614,Stable
GRID_18_18,1,15000,15000.0,15000.0,230072.9411764706,85,0.0651967151082521,Stable
GRID_18_20,3,521000,173666.66666666666,216000.0,181713.04347826086,23,0.9557193217527237,⚠️ Pre-Gentrification Signal
GRID_18_21,1,24000,24000.0,24000.0,195909.0909090909,11,0.12250580046403713,Low Base Value
GRID_19_19,1,250000,250000.0,250000.0,231500.0,15,1.079913606911447,High Investment
GRID_20_20,3,115000,38333.333333333336,50000.0,226940.0,10,0.16891395669927442,Stable
GRID_20_21,1,278000,278000.0,278000.0,239122.22222222222,27,1.1625853817201803,High Investment
